Nmero_punt_crtic;Codi_Districte;Nom_Districte;Codi_Barri;Nom_Barri;Nom_Carrer;Nmero;Latitud;Longitud;Motiu;Nombre_visites_setembre_2017;Estat_setembre_2017;Nombre_visites_octubre_2017;Estat_octubre_2017;Nombre_visites_novembre_2017;Estat_novembre_2017;Nombre_visites_desembre_2017;Estat_desembre_2017;Nombre_visites_gener_2018;Estat_gener_2018
864;1;Ciutat Vella;1;el Raval;Carrer Arc de la Verge;1;41.383648;2.164903;Poca afluncia de gent;19;6.1;16;7.4;17;2.9;16;3.3;20;3.6
865;1;Ciutat Vella;1;el Raval;Carrer Sant Erasme;3;41.38129;2.164533;Mal s de contenidors i/o papereres;18;7.8;18;9.8;18;13.6;16;4.7;19;10.5
866;1;Ciutat Vella;1;el Raval;Carrer Lluna ;29;41.381584;2.165298;Efecte crida;18;6.9;18;7.2;18;5.5;16;6.4;18;5
867;1;Ciutat Vella;1;el Raval;Carrer Guifr ;16;41.381287;2.165995;Efecte crida;19;6.7;18;10;18;10.1;16;4.3;19;6.9
868;1;Ciutat Vella;1;el Raval;Plaa Caramelles ;1;41.38237;2.167744;Propietaris danimals incvics;19;6.2;19;3.1;18;3.8;16;5.5;19;3.9
869;1;Ciutat Vella;1;el Raval;Carrer del Carme ;50;41.381256;2.168395;Mal s de contenidors i/o papereres;19;8;19;8.3;18;11.4;16;7.7;19;8.2
870;1;Ciutat Vella;1;el Raval;Carrer Agust Duran SanPere;6;41.381325;2.168168;Problemtica social;19;2.6;19;4;18;5.3;16;3.8;19;3.5
871;1;Ciutat Vella;1;el Raval;Carrer Peu de la Creu ;11;41.381454;2.167407;Mal s de contenidors i/o papereres;19;15.7;19;11.2;18;12.7;16;14.2;19;7.2
872;1;Ciutat Vella;1;el Raval;Carrer Erasme Janer;4;41.379845;2.166108;Mal s de contenidors i/o papereres;20;7.2;18;9.6;18;12.2;16;14.8;19;10.6
873;1;Ciutat Vella;1;el Raval;Carrer Sant Antoni Abat;6;41.379417;2.165574;Mal s de contenidors i/o papereres;20;15;18;10;18;16.5;16;15.8;19;13.5
874;1;Ciutat Vella;1;el Raval;Carrer Sant Climent ;23;41.378506;2.16551;Efecte crida;23;5;18;8.3;18;4.9;16;7.5;20;11
875;1;Ciutat Vella;1;el Raval;Placeta Martina Castells ;1;41.379772;2.166827;Mala praxis comercial;20;15.8;18;7.4;18;10.8;11;4.3;18;4.2
876;1;Ciutat Vella;1;el Raval;Carrer Malnom ;1;41.380627;2.167949;Problemtica social;19;4;18;4.9;18;3.3;16;4.6;19;3.7
877;1;Ciutat Vella;1;el Raval;Carrer Picalquers ;1;41.380665;2.168612;Problemtica social;19;12.1;18;8;18;12.7;16;13.1;19;12.3
878;1;Ciutat Vella;1;el Raval;Jardins Rubi i Luch;1;41.38073;2.170163;Problemtica social;21;6.9;19;4.3;18;4.7;16;3.2;19;2.9
879;1;Ciutat Vella;1;el Raval;Carrer Egipcaques;3;41.38089;2.168989;Mal s de contenidors i/o papereres;19;7.6;19;9.3;18;10.4;16;7.3;20;6.9
880;1;Ciutat Vella;1;el Raval;Plaa Gardunya ;1;41.381252;2.17052;Fora afluncia de gent;19;7.1;19;5.8;17;5.3;16;4.1;19;5.4
881;1;Ciutat Vella;1;el Raval;Plaa Sant Agust;0;41.38073;2.171528;Mala praxis comercial;19;9.2;19;14.6;18;6.2;16;6.7;19;11.9
882;1;Ciutat Vella;1;el Raval;Carrer Robador;53;41.378761;2.171453;Efecte crida;23;3.4;19;3.6;18;5.8;16;6.4;20;8.3
883;1;Ciutat Vella;1;el Raval;Plaa Salvador Segu;1;41.37878;2.170497;Mal s de contenidors i/o papereres;23;5.3;19;5.5;18;3.6;16;4.1;20;7.6
884;1;Ciutat Vella;1;el Raval;Carrer Aurora ;11;41.378757;2.168208;Efecte crida;23;7.3;18;11.1;18;15.1;16;18.5;19;16.1
885;1;Ciutat Vella;1;el Raval;Carrer Aurora ;25;41.377934;2.167251;Efecte crida;23;10.8;18;7.5;18;16.1;16;15.7;19;18.9
886;1;Ciutat Vella;1;el Raval;Carrer Sant Rafael ;42;41.378326;2.1683;Mal s de contenidors i/o papereres;23;13.3;17;14.8;18;17.1;16;17.1;19;17.8
887;1;Ciutat Vella;1;el Raval;Carrer Bertomeu ;8;41.377926;2.168872;Mal s de contenidors i/o papereres;23;8.7;17;9.5;18;10.4;16;9;20;9.3
888;1;Ciutat Vella;1;el Raval;Carrer Riereta ;31;41.377712;2.169048;Poca afluncia de gent;23;2;17;2.3;18;2.1;16;1.1;19;0.6
889;1;Ciutat Vella;1;el Raval;Carrer Vistalegre;21;41.378281;2.166277;Mal s de la recollida pneumtica;23;13.7;18;12.6;18;16.3;16;15.1;20;20.6
890;1;Ciutat Vella;1;el Raval;Carrer Reina Amlia;2;41.378021;2.165321;Mala praxis comercial;23;5.8;19;6.7;17;12;16;11.4;20;7.9
891;1;Ciutat Vella;1;el Raval;Carrer Reina Amlia;11;41.37775;2.165885;Mal s de contenidors i/o papereres;23;8.2;19;9.2;17;15.4;16;11.5;20;9.5
892;1;Ciutat Vella;1;el Raval;Ronda Sant Pau;30;41.376316;2.166279;Mal s de contenidors i/o papereres;23;3.8;19;4.6;17;8.2;16;8.8;20;7.3
893;1;Ciutat Vella;1;el Raval;Plaa Josep Maria Folch i Torres;1;41.376438;2.167012;Mal s de la recollida pneumtica;6;1.6;12;1.8;17;1.8;16;2.6;20;1.5
894;1;Ciutat Vella;1;el Raval;Carrer Lleialitat;3;41.377327;2.167082;Mal s de la recollida pneumtica;23;3.8;19;5.1;17;12.6;16;14.9;20;10.8
895;1;Ciutat Vella;1;el Raval;Carrer Hort de la Bomba ;2;41.376831;2.168197;Mal s de la recollida pneumtica;23;4.8;19;3.6;18;10.1;16;11.6;20;8.3
896;1;Ciutat Vella;1;el Raval;Carrer Carretes ;77;41.376507;2.168965;Mal s de la recollida pneumtica;23;3.7;19;3;18;4.7;16;7.2;20;6.3
897;1;Ciutat Vella;1;el Raval;Jardins de Sant Pau del Camp;88;41.376499;2.170023;Efecte crida;21;8.2;19;11.7;18;13.9;16;14.5;20;10.7
898;1;Ciutat Vella;1;el Raval;Carrer Gurdia ;15;41.377625;2.174375;Efecte crida;21;12.6;19;13.2;18;11;16;16.3;20;12
899;1;Ciutat Vella;1;el Raval;Carrer Nou de la Rambla ;9;41.378708;2.173891;Mal s de contenidors i/o papereres;21;9.8;19;11.4;18;7.7;16;7.8;20;5.8
900;1;Ciutat Vella;1;el Raval;Carrer Lancaster ;24;41.378155;2.174939;Problemtica social;21;15;19;17.1;18;29.8;16;9.8;20;10.6
901;1;Ciutat Vella;1;el Raval;Carrer Tallers ;32;41.384857;2.168211;Mal s del porta a porta;20;9.7;19;5.3;18;8.6;16;7.6;19;10.6
902;1;Ciutat Vella;1;el Raval;Carrer Tallers ;13;41.384712;2.169438;Mala praxis comercial;19;6.7;19;6.4;18;4;16;4.2;19;6.3
903;1;Ciutat Vella;1;el Raval;Carrer d'en Roig;1;41.380135;2.169013;Efecte crida;19;6;19;5.8;18;10.2;15;7.8;20;5.3
904;1;Ciutat Vella;1;el Raval;Carrer de Valldoncella;49;41.382671;2.164182;Mal s de la recollida pneumtica;19;8.6;18;11.5;18;6.8;16;8.9;19;9.8
905;1;Ciutat Vella;1;el Raval;Carrer de la Riera Baixa;26;41.380554;2.167642;Efecte crida;19;6.9;18;11.9;18;4;16;6.2;19;5.6
906;1;Ciutat Vella;1;el Raval;Passatge Elisabets;9;41.383362;2.169362;Mal s de contenidors i/o papereres;21;18.2;19;8.8;18;16.9;16;18;19;13.8
907;1;Ciutat Vella;1;el Raval;Carrer Cardona;2;41.3811;2.165286;Mal s de contenidors i/o papereres;19;8.9;18;6.8;18;11.5;16;5;19;9.8
908;1;Ciutat Vella;1;el Raval;Plaa Hort de la Bomba;1;41.376667;2.168171;Mal s de la recollida pneumtica;23;3.5;19;2.5;18;6.4;16;11.9;20;5.7
909;1;Ciutat Vella;1;el Raval;Carrer de Sant Josep Oriol;13;41.378586;2.170474;Mal s de la recollida pneumtica;23;2.4;19;6;18;1.7;16;4.3;20;3.4
910;1;Ciutat Vella;1;el Raval;Carrer Robadors ;26;41.379379;2.17085;Efecte crida;23;4.4;18;6.1;18;10.1;16;6.2;20;6.7
911;1;Ciutat Vella;1;el Raval;Carrer parlament ;56;41.377369;2.163978;Fora afluncia de gent;18;12.2;10;9.7;19;9.2;9;12.9;14;6.2
912;1;Ciutat Vella;1;el Raval;Nou de la Rambla;96;41.375702;2.17068;Fora afluncia de gent;21;5.3;19;4;18;6.5;16;6.4;20;1.9
913;1;Ciutat Vella;1;el Raval;Peu de la Creu;28;41.380733;2.166371;Fora afluncia de gent;19;4.3;18;3.9;18;1.8;16;2.2;19;3.7
914;1;Ciutat Vella;1;el Raval;Robadors;6--10;41.380138;2.170283;Fora afluncia de gent;23;10;19;17.5;18;16.3;16;14.6;20;18.7
915;1;Ciutat Vella;1;el Raval;Vistalegre;1;41.378956;2.167148;Fora afluncia de gent;23;9.2;18;6.4;18;9.7;16;14.8;19;11.1
916;1;Ciutat Vella;1;el Raval;plaa Vazquez Montalban;1;41.378849;2.16978;Fora afluncia de gent;23;6;18;8.5;18;6.6;16;17.6;20;11.8
917;1;Ciutat Vella;1;el Raval;Sant Climent;3;41.379044;2.16523;Fora afluncia de gent;23;6.7;18;7.3;18;6.7;16;8.1;20;5.6
918;1;Ciutat Vella;1;el Raval;C arretes;47;41.377155;2.167936;Fora afluncia de gent;23;8.6;19;9.2;18;20.3;16;15.7;20;19.7
919;1;Ciutat Vella;1;el Raval;carrer UNI ;34;41.378193;2.17202;Fora afluncia de gent;21;10.8;19;9.6;18;15.7;16;9.8;20;14.1
920;1;Ciutat Vella;2;el Barri Gtic;Plaa Vila de Madrid;1;41.38448;2.172439;Mal s de la recollida pneumtica;23;6.9;19;5;18;4;16;5.2;19;6.6
921;1;Ciutat Vella;2;el Barri Gtic;Carrer Vidre ;8;41.379795;2.176125;Mal s del porta a porta;22;7.8;17;6.1;17;8.3;15;7.6;19;7.2
922;1;Ciutat Vella;2;el Barri Gtic;Placeta de Sant Francesc ;4;41.380116;2.176429;Mal s del porta a porta;22;7.9;17;8;17;6.9;16;6;19;5.7
923;1;Ciutat Vella;2;el Barri Gtic;Carrer De la Lleona;9;41.380974;2.17598;Mal s del porta a porta;22;12.7;17;10.6;17;9.3;16;10.4;19;8.8
924;1;Ciutat Vella;2;el Barri Gtic;Carrer Lled;1;41.382923;2.178566;Mal s de contenidors i/o papereres;23;6.2;19;6.1;18;4.4;16;5.2;19;4.9
925;1;Ciutat Vella;2;el Barri Gtic;Carrer Sos-Tinent Navarro;7;41.383224;2.179229;Mal s de contenidors i/o papereres;23;1;18;4.2;18;1.4;16;1.2;19;1.6
926;1;Ciutat Vella;2;el Barri Gtic;Carrer Sos-Tinent Navarro;6;41.383488;2.178752;Efecte crida;23;3.3;18;1.7;18;2.3;16;2.4;19;3
927;1;Ciutat Vella;2;el Barri Gtic;Carrer Regomir;4;41.3815;2.178958;Mal s de contenidors i/o papereres;23;8;18;7;18;4.7;16;4.4;19;3.3
928;1;Ciutat Vella;2;el Barri Gtic;Carrer Regomir ;23;41.381226;2.179586;Mal s del porta a porta;23;1.1;17;2;18;4.1;16;0.7;19;3.1
929;1;Ciutat Vella;2;el Barri Gtic;Plaa Traginers;1;41.38221;2.179884;Mal s de contenidors i/o papereres;23;5.7;17;5.3;18;5;16;5.2;19;12.8
930;1;Ciutat Vella;2;el Barri Gtic;Carrer Pom d'Or;2;41.382282;2.180058;Mal s de contenidors i/o papereres;23;5.1;18;2.1;18;3.5;16;2.4;19;5.3
931;1;Ciutat Vella;2;el Barri Gtic;Carrer Merc ;23;41.38073;2.180774;Mal s de contenidors i/o papereres;22;5.9;17;3;18;6;16;2.3;19;3.6
932;1;Ciutat Vella;2;el Barri Gtic;Plaa Antonio Lpez;5;41.381165;2.181501;Mala praxis comercial;23;7.7;18;11.4;18;10.9;16;9.3;19;8.2
933;1;Ciutat Vella;2;el Barri Gtic;Plaa Duc de Medinaceli;1;41.378357;2.179326;Mala praxis comercial;23;9.8;18;8.8;18;8.4;16;15.6;19;9.4
934;1;Ciutat Vella;2;el Barri Gtic;Carrer Josep Anselm Clav ;2;41.377625;2.178159;Mala praxis comercial;23;19.8;18;16.9;17;18.4;16;14.2;19;17.1
935;1;Ciutat Vella;2;el Barri Gtic;Plaa Joaquim Xirau;1;41.378677;2.176707;Mala praxis comercial;23;9;18;10.3;17;14.1;16;11.6;19;12.6
936;1;Ciutat Vella;2;el Barri Gtic;Carrer Escudellers ;47;41.380081;2.176819;Mal s del porta a porta;22;3.9;17;5.1;17;5.7;16;3.4;19;6.1
937;1;Ciutat Vella;2;el Barri Gtic;Carrer Escudellers ;56;41.380493;2.177851;Mala praxis comercial;22;5.7;17;6.4;17;4.9;16;4;19;3.1
938;1;Ciutat Vella;2;el Barri Gtic;Carrer Rosa;3;41.380104;2.177823;Mal s del porta a porta;22;6.3;17;6.7;17;11;16;6.7;19;10.1
939;1;Ciutat Vella;2;el Barri Gtic;Carrer D'en Serra;2;41.380085;2.177935;Mal s del porta a porta;22;13.5;17;16.7;17;19.3;16;20.8;19;23.6
940;1;Ciutat Vella;2;el Barri Gtic;Carrer Cdols ;22;41.379345;2.178565;Mal s de contenidors i/o papereres;23;5.6;18;9.7;18;9.1;16;7;19;8.2
941;1;Ciutat Vella;2;el Barri Gtic;Plaa Vuit de Mar;1;41.385487;2.174601;Mal s de contenidors i/o papereres;23;7.2;19;9.2;18;16.3;16;7.9;19;13.4
942;1;Ciutat Vella;2;el Barri Gtic;Carrer Obradors;1;41.379932;2.176854;Mal s de contenidors i/o papereres;22;10.6;18;10.2;17;10.4;16;14.1;19;8.8
943;1;Ciutat Vella;2;el Barri Gtic;Passatge del Rellotge;1;41.380123;2.177219;Mal s del porta a porta;22;5.3;17;5;17;7.4;16;3.7;19;8.3
944;1;Ciutat Vella;2;el Barri Gtic;Carrer de Sils;3;41.378227;2.177816;Mal s de la recollida pneumtica;23;4.9;18;5.6;17;5.1;16;2.2;19;6.5
945;1;Ciutat Vella;2;el Barri Gtic;Carrer Escudellers Blancs;1;41.380672;2.175855;Efecte crida;22;15.5;17;18.3;17;13.4;16;16.6;19;13.5
946;1;Ciutat Vella;2;el Barri Gtic;Passeig Colom;6;41.38047;2.181315;Fora afluncia de gent;23;8.2;18;8.7;18;14;16;9;19;6.5
947;1;Ciutat Vella;2;el Barri Gtic;Carrer de Marquet;1;41.380875;2.180539;Fora afluncia de gent;23;4.4;17;4.2;18;3.7;16;7.7;19;4.8
948;1;Ciutat Vella;2;el Barri Gtic;Carrer Nou de Sant Francesc;13;41.379036;2.177316;Fora afluncia de gent;22;6.7;18;4.6;17;13.9;16;9.9;19;16.3
949;1;Ciutat Vella;3;la Barceloneta;Carrer Ginebra  ;1;41.381367;2.187214;Mala praxis comercial;19;7.7;18;8.1;17;3.1;9;2.6;19;2.8
950;1;Ciutat Vella;3;la Barceloneta;Carrer Ginebra  ;19;41.381718;2.188775;Mal s de contenidors i/o papereres;19;11.9;18;14.2;17;10.7;10;8.9;19;9.4
951;1;Ciutat Vella;3;la Barceloneta;Carrer Atlntida ;70;41.377697;2.190608;Mala praxis comercial;19;3.2;17;3.9;17;1.5;9;5.4;17;4.3
952;1;Ciutat Vella;3;la Barceloneta;Carrer Maquinista ;44;41.380981;2.189796;Mala praxis comercial;19;5.5;18;5.3;17;5.7;10;5.3;19;6
953;1;Ciutat Vella;3;la Barceloneta;Carrer Maquinista ;55;41.3811;2.190353;Mala praxis comercial;19;5.5;18;5;17;4.5;10;6.2;19;3.8
954;1;Ciutat Vella;3;la Barceloneta;Plaa Hilari Salvad ;1;41.37928;2.191357;Problemtica social;19;6;17;8;17;11.4;4;0;9;0
955;1;Ciutat Vella;3;la Barceloneta;Carrer Salamanca ;18;41.380478;2.190837;Mala praxis comercial;19;2.3;18;2.6;17;3.2;10;2.3;19;0.9
956;1;Ciutat Vella;3;la Barceloneta;Carrer Sant Carles ;18;41.379154;2.189476;Sistema de recollida saturat;19;4.1;17;4;17;4.4;10;4.1;19;4.4
957;1;Ciutat Vella;3;la Barceloneta;Carrer Almirall Cervera ;34;41.378674;2.191177;Mala praxis comercial;19;1.7;17;1.6;17;0.7;10;0.4;18;1.2
958;1;Ciutat Vella;3;la Barceloneta;Carrer Almirall Aixada ;27;41.377708;2.191074;Mala praxis comercial;19;3.8;17;4.2;17;4.4;10;2;17;2.5
959;1;Ciutat Vella;3;la Barceloneta;Carrer de la Drassana;8;41.375595;2.189607;Mala praxis comercial;19;7.8;17;8.9;17;7;9;6.7;17;3.8
960;1;Ciutat Vella;3;la Barceloneta;Carrer Meer;62;41.3769;2.190527;Mala praxis comercial;19;2.9;17;3.1;17;5.5;10;1.1;17;3.3
961;1;Ciutat Vella;3;la Barceloneta;Carrer del Mar;37;41.379501;2.188062;Mala praxis comercial;19;1.7;17;1.8;17;1.6;9;0.7;19;9.2
962;1;Ciutat Vella;3;la Barceloneta;Carrer del Mar;52;41.379326;2.188058;Mala praxis comercial;19;2.8;17;3;17;2.2;9;2.4;19;3.5
963;1;Ciutat Vella;3;la Barceloneta;Plaa Antoni Genesc i Coromines;1;41.38076;2.191195;Efecte crida;19;8.6;18;11.8;17;9.3;10;8.1;19;14
964;1;Ciutat Vella;3;la Barceloneta;Cermeo;17;41.382202;2.190221;Fora afluncia de gent;19;6.7;18;5.2;17;2.8;10;7.1;19;2.7
965;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer Sant Pere Ms Alt;27;41.388241;2.176398;Alt s de lespai pblic;19;2.6;20;3;18;8.7;14;3.4;19;2.9
966;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer Sant Pere Mitj ;10;41.387085;2.176655;Poca afluncia de gent;19;7.4;19;12.1;18;11.2;14;14.4;20;9.2
967;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer Sant Pere Ms Baix;57;41.388306;2.178701;Mal s de contenidors i/o papereres;19;7.1;19;5.4;18;8.4;14;9.2;20;5.4
968;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer dels Ocells;2;41.389198;2.179937;Poca afluncia de gent;18;6.8;19;4.6;18;7.2;14;8.8;19;5.5
969;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer de Cortines ;3;41.388821;2.179985;Mal s del porta a porta;18;10;19;6.3;18;6.6;14;6.9;19;6.6
970;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer Portal Nou;22;41.388683;2.180775;Efecte crida;18;8.2;19;8.4;18;12.8;14;6.1;19;12.7
971;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer dels Petons;14;41.388935;2.181134;Poca afluncia de gent;18;5.1;18;5.2;18;5.1;14;7.3;19;4.3
972;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer Pou de la Figuera ;10;41.387424;2.179669;Mal s de contenidors i/o papereres;19;16.3;19;22.1;18;16.9;14;13.2;20;13.4
973;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer dels Mercaders ;40;41.385906;2.176995;Mal s de contenidors i/o papereres;18;2.7;19;3.5;19;3.5;14;2.9;20;2.1
974;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Plaa de les Beates ;2;41.386192;2.176799;Mal s de contenidors i/o papereres;19;4.9;19;13.2;19;11.4;14;6.8;20;5.1
975;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Avinguda Francesc Camb;27;41.386185;2.17756;Mal s de contenidors i/o papereres;19;19.9;19;12.2;19;12.8;14;9.9;20;13.1
976;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Arc de Sant Sivestre ;3;41.385208;2.178504;Efecte crida;19;1.9;19;6.9;19;2.5;14;3.1;20;2.6
977;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer de l'Oli ;4;41.384804;2.178492;Poca afluncia de gent;19;3.7;19;1.8;19;6.2;14;4.9;20;1.7
978;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Plaa de la Llana;0;41.385185;2.179488;Mal s de contenidors i/o papereres;19;7.6;19;7.3;19;7.7;14;7.9;19;6.5
979;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer Volta d'en Coromines ;1;41.384624;2.179106;Mal s de contenidors i/o papereres;19;2.9;19;3.5;18;4.3;14;4.5;20;2.3
980;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer Pou de la Cadena ;5;41.384735;2.179527;Efecte crida;19;1.3;19;1.6;19;1.2;14;1.8;20;1.8
981;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer Boquer;11;41.385521;2.180037;Mal s del porta a porta;19;3.4;19;4.6;19;5.5;14;4.4;20;6.4
982;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer Colomines ;1;41.385803;2.179069;Mal s de contenidors i/o papereres;18;4.3;19;8;19;3.2;14;14.7;20;7
983;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer Colomines ;5;41.385643;2.178997;Mal s de la recollida pneumtica;19;6.1;19;5.5;19;4.4;14;11.1;20;8.1
984;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Plaa Sant Cugat;1;41.3867;2.179946;Mal s de contenidors i/o papereres;19;2.4;19;2;19;2.2;14;3.3;20;6.3
985;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer Princesa;31;41.385712;2.180881;Mal s de contenidors i/o papereres;19;20.7;19;10.3;19;12.9;14;13.9;20;15.7
986;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer Brossol;1;41.383865;2.18048;Fora afluncia de gent;19;8.7;19;5.4;19;5.2;14;6.7;20;2.4
987;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer Manresa ;6;41.383385;2.180298;Mal s de la recollida pneumtica;19;6.2;19;6.4;19;5.8;14;2.4;20;6.9
988;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer Abaixadors ;14;41.383278;2.181374;Mal s de contenidors i/o papereres;19;16.4;19;16.7;19;19.9;14;22.9;20;14.5
989;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer Joan Massana;2;41.382469;2.181077;Mal s de contenidors i/o papereres;19;5.6;19;3.2;19;7.5;14;5.7;20;8
990;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer Pla de Palau;7;41.38324;2.182946;Mala praxis comercial;19;11;18;10.5;19;6.2;14;14.6;20;7.9
991;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Avinguda Doctor Aiguader;5;41.382656;2.186647;Zona turstica;18;7;18;9.8;18;9.2;14;4;20;3.4
992;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer de Sid;1;41.385132;2.178943;Efecte crida;19;11;19;7.3;19;10.7;14;6.6;20;12.9
993;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Avinguda de Francesc Camb;1;41.385715;2.176987;Mal s de contenidors i/o papereres;18;10.5;19;11;17;17;14;10.6;20;9.7
994;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer Arc de Sant Onofre;1;41.384666;2.178849;Efecte crida;19;5.7;19;2.8;19;2.3;14;4.1;20;4.7
995;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer Volta dels Jueus;1;41.388695;2.180428;Efecte crida;18;6.4;19;5.4;18;10.4;14;7.2;19;9.8
996;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer Plegamans;1;41.383274;2.181395;Mal s del porta a porta;19;6.2;19;6.4;19;5;14;3.2;20;5.3
997;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Carrer Flor de Lliri;1;41.385506;2.179436;Mal s de contenidors i/o papereres;19;6.7;19;8.9;19;8.6;14;7.7;20;6.7
998;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Mercaders;12;41.385006;2.178515;Fora afluncia de gent;20;5.9;19;14.8;18;8.7;14;10;20;4.6
999;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Mare de deu del Pilar;0;41.387154;2.176736;Fora afluncia de gent;19;14.5;19;13.6;18;15.6;14;12.5;20;6.6
1000;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Mendez nuez;2;41.389355;2.178379;Fora afluncia de gent;18;12.7;19;13.8;18;14.5;14;17.4;19;9
1001;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Antic de Sant Joan;8;41.384884;2.183414;Fora afluncia de gent;19;20.9;19;12.4;14;12.7;13;7.6;20;9.3
1002;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Avinguda Marqus de l'Argenteria;5;41.383781;2.184315;Fora afluncia de gent;20;9.6;18;4.5;19;9;14;9.4;19;7.4
1003;1;Ciutat Vella;4;Sant Pere; Santa Caterina i la Ribera;Princesa;14;41.384846;2.179899;Fora afluncia de gent;19;16.4;19;14.9;19;16;14;12.6;20;15.5
1004;2;Eixample ;5;el Fort Pienc;Carrer Marina;201;41.400333;2.178831;Propietaris danimals incvics;21;7.7;18;7.8;18;7.5;13;9;19;8.6
1005;2;Eixample ;5;el Fort Pienc;Passatge Pags;9;41.397594;2.177752;Propietaris danimals incvics;23;4.9;19;4.5;17;8.2;13;4.2;17;4.6
1006;2;Eixample ;5;el Fort Pienc;Plaa Tetuan;49;41.39492;2.175556;Propietaris danimals incvics;21;11.4;17;6.9;17;8.8;12;10;17;8.8
1007;2;Eixample ;5;el Fort Pienc;Carrer Ausies Marc;76;41.394142;2.180176;Alt s de lespai pblic;22;1.2;19;2.5;17;2.9;12;2.5;17;3.6
1008;2;Eixample ;5;el Fort Pienc;Carrer Ribes;39;41.395767;2.182153;Alt s de lespai pblic;22;4.5;19;4.9;17;4.6;13;5.1;17;5.5
1009;2;Eixample ;5;el Fort Pienc;Carrer  Sardenya;168;41.396374;2.183536;Problemtica social;24;3.4;18;2.5;16;0.9;13;2;17;1.3
1010;2;Eixample ;5;el Fort Pienc;Carrer Marina;115;41.395134;2.185663;Propietaris danimals incvics;22;8.7;19;9.1;16;11.8;12;7.3;17;7.5
1011;2;Eixample ;6;la Sagrada Famlia;Carrer Npols;254;41.401276;2.171717;Poca afluncia de gent;22;1.4;17;0.8;18;1.1;13;2;19;1.6
1012;2;Eixample ;6;la Sagrada Famlia;Plaa de la Sagrada Famlia;0;41.403419;2.173287;Zona turstica;22;4.9;18;4.5;17;3.4;13;4.5;19;5.1
1013;2;Eixample ;6;la Sagrada Famlia;Carrer Provena;468;41.405186;2.175439;Zona turstica;20;4;18;2.1;18;1.4;13;2.9;19;3.3
1014;2;Eixample ;6;la Sagrada Famlia;Passatge Cars;1;41.406845;2.176332;Poca afluncia de gent;22;15.3;17;2.2;18;1.7;13;3.3;18;2.7
1015;2;Eixample ;6;la Sagrada Famlia;Passatge de Canadell;1;41.407711;2.175234;Poca afluncia de gent;22;2.8;18;2.4;18;3.6;13;12.4;19;3.9
1016;2;Eixample ;6;la Sagrada Famlia;Carrer Marina;358;41.407753;2.170209;Propietaris danimals incvics;19;8.2;16;6.5;18;6.6;13;6.5;18;7.4
1017;2;Eixample ;6;la Sagrada Famlia;Carrer Crsega;641;41.409874;2.176928;Propietaris danimals incvics;22;3.6;18;7.2;18;6.7;13;8.2;19;8
